Bulubrangsi,-6.9661799,112.3561297
Koronowo,53.3274494,17.8753018
Bålsta,59.5782797,17.4879349
Budenovetc,56.37975,37.62774
Sūrak,36.595457,53.2099707
Artemivs’k,48.5986674,37.9980367
Stockholm,59.3398021,18.0802922
Laka,-6.1560113,106.90896
Zamość,51.610281,19.708599
Kaduluhur,-7.1928,108.6334
Niquelândia,-14.4681236,-48.4560109
Marília,-22.2169379,-49.9456615
Sardoal,41.124339,-8.1927645
Hīt,33.6435199,42.8253662
Helmas,41.191548,19.626265
Kímolos,36.8173373,24.5599015
Tanumshede,58.695946,11.2533509
Taksimo,56.339549,114.987561
Yangjiang,21.857958,111.982232
Zhujiang,22.7694444,113.6216667
Suocheng,29.5530941,118.9353968
Baojia,34.363184,107.237743
Akzhal,49.6927765,75.5895888
Bouaflé,6.9827437,-5.7405139
Staraya Stanitsa,48.33633,40.29588
Nicolas Bravo,19.453837,-99.1227878
Mangusu,7.3517838,122.2833466
Minas de Matahambre,22.5835642,-83.9479637
Rennes,48.0270746,-1.7307558
Tamot,7.2621533,100.0135929
Gorē,8.1513421,35.5356866
Songkan,28.534704,106.864861
Nicolas Bravo,19.453837,-99.1227878
Puzi,23.4464152,120.2570421
Sukamanah,-6.1177509,106.5024344
Balucawi,14.6539775,121.0288525
Ranao,8.0088881,124.2824329
Kozy,49.8474618,19.1473808
Mitsukaidō,36.229138,139.8961591
Arasji,12.610537,-70.0533844
Tulsa,36.1505981,-95.78793
Ludwin,51.3457825,22.9059007
Chuoyuan,37.355469,120.434071
Baborów,50.1575901,17.9852459
Punta Alta,-38.8808579,-62.080615
Herrán,7.453578,-72.467236
Pregradnaya,43.9531098,41.1911122
Orléans,47.3591366,2.8002946
Qal‘ah-ye Kūf,38.04119,70.47298
Mao,14.1310247,15.3189726
Joaquín Suárez,-34.7328945,-56.0305724
Lamarosa,40.2269318,-8.5714359
Montasik,5.465831,95.4227312
San Ignacio de Velasco,-16.3800324,-60.9656452
Rucava,56.1636909,21.1594809
Huaqiao,24.9372186,118.6422409
Khalkhāl,37.6205429,48.5330218
Foso,5.7022374,-1.2842887
Gelap,-6.9654201,112.2443628
Kodamachō-kodamaminami,36.1812392,139.1311901
Muaralabuh,-1.509435,101.060699
Madala,8.5395253,4.4735386
Lokorae,-10.5297,121.9058
Arue,-17.5332448,-149.5123964
Asahikawa,26.6155575,127.9536808
Belene,43.6445087,25.1246359
Ravne,46.4100106,15.0570131
Mindyak,54.0057263,58.8399853
Pule,-8.135667,111.5349059
Kuršėnai,55.985,22.91889
Jiulian,31.642397,118.184993
Meizhuang,37.366903,114.926383
Dongdai,26.241987,119.618419
Salamanca,-31.782493,-70.9607105
Mvomero,-6.235617,38.693748
Layog,14.2323166,121.531124
Mulino,56.3095721,42.9560492
Karuk,-6.2845079,107.4006862
Loma Alta,24.8550705,-98.1386351
Ziketan,35.588399,99.982552
Jindou,35.904442,115.110483
Trhové Sviny,48.8423175,14.6392384
Pingyang,27.661918,120.565793
Semongkat,-8.5248669,117.3959673
Formosa,-34.6761,-58.5404623
Cluses,46.068811,6.568907
Rancabelut,-6.8686728,107.516493
Nantes,47.2550409,-1.5401497
Jingzi,27.465141,112.424933
Banjar Asahduren,-8.2104974,114.9671388
Nyzhnya Krynka,48.1173081,38.1648822
Cihaurbeuti,-7.2214256,108.2110626
Tibakisa,-8.7393,121.3054
Kurovskoye,55.5739183,38.9204498
Lorino,65.50331,-171.70396
Diaowei,34.292103,107.531655
Povarovo,56.071894,37.0625324
Wuli,29.893672,110.346166
Kurmuk,10.5534497,34.2824429
Pare,-7.765512,112.197899
